,Longitude,Latitude,datetime,Bounds,UHI Index
2109,-73.95851667,40.76011667,2021-07-24 15:15:00,"(-73.99016431503348, 40.64531748840996, -73.9268080482278, 40.87447543225937)",0.99218348
2110,-73.95846667,40.76017667,2021-07-24 15:16:00,"(-73.99011431528196, 40.64537783737576, -73.92675804817878, 40.87453508607606)",0.99218348
2111,-73.95842167,40.760235,2021-07-24 15:16:00,"(-73.99006931550556, 40.64543648144312, -73.92671304813464, 40.874593104512954)",0.99218348
2112,-73.95838167,40.76028333,2021-07-24 15:16:00,"(-73.9900293157043, 40.645485090612596, -73.92667304809541, 40.87464115756945)",0.98785605
2113,-73.95834167,40.76032833,2021-07-24 15:16:00,"(-73.98998931590307, 40.645530369780644, -73.92663304805617, 40.87468588062735)",0.98785605
2114,-73.95830167,40.76036667,2021-07-24 15:16:00,"(-73.98994931610184, 40.64556898894729, -73.92659304801694, 40.87472394368664)",0.98785605
2115,-73.958265,40.76040167,2021-07-24 15:16:00,"(-73.98991264628405, 40.64560424487207, -73.92655637798099, 40.874758689802476)",0.98785605
2116,-73.95823333,40.76044,2021-07-24 15:16:00,"(-73.98988097644141, 40.64564279590023, -73.92652470794991, 40.87479680053668)",0.985692335
2117,-73.95819833,40.76048833,2021-07-24 15:16:00,"(-73.98984597661534, 40.64569137016777, -73.9264897079156, 40.8748448882168)",0.985692335
2118,-73.95817333,40.76052833,2021-07-24 15:16:00,"(-73.98982097673957, 40.6457315446439, -73.92646470789106, 40.87488471513182)",0.98352862
2119,-73.95814833,40.76056833,2021-07-24 15:16:00,"(-73.98979597686379, 40.64577171911951, -73.92643970786655, 40.87492454204739)",0.98352862
2120,-73.95812167,40.76060833,2021-07-24 15:16:00,"(-73.98976931699626, 40.64581190517966, -73.92641304784038, 40.87496435747076)",0.98352862
2121,-73.95809667,40.76064833,2021-07-24 15:16:00,"(-73.9897443171205, 40.64585207965413, -73.92638804781588, 40.875004184387464)",0.98352862
2122,-73.95807667,40.76069167,2021-07-24 15:16:00,"(-73.98972431721987, 40.64589555923329, -73.92636804779625, 40.875047385921214)",0.98352862
2123,-73.958055,40.76072833,2021-07-24 15:16:00,"(-73.98970264732756, 40.645932370466916, -73.926346377775, 40.875083895893425)",0.98352862
2124,-73.958015,40.76080833,2021-07-24 15:16:00,"(-73.98966264752632, 40.64601264962343, -73.92630637773577, 40.875163618962745)",0.98352862
2125,-73.95800333,40.760835,2021-07-24 15:16:00,"(-73.98965097758429, 40.646039401067064, -73.92629470772431, 40.875190208168476)",0.98352862
2126,-73.95799333,40.76087833,2021-07-24 15:16:00,"(-73.98964097763398, 40.64608280085586, -73.9262847077145, 40.87523346893612)",0.98352862
2127,-73.95799333,40.76089,2021-07-24 15:17:00,"(-73.98964097763398, 40.646094470855864, -73.9262847077145, 40.87524513893613)",0.981364905
2128,-73.95795833,40.76101333,2021-07-24 15:17:00,"(-73.98960597780791, 40.64621804511597, -73.92624970768017, 40.875368226623586)",0.97920119
2129,-73.957685,40.761,2021-07-24 15:17:00,"(-73.98933264916607, 40.6462066226106, -73.92597637741204, 40.87535300433792)",0.985692335
2130,-73.95767167,40.76103833,2021-07-24 15:17:00,"(-73.98931931923232, 40.6462450456353, -73.92596304739897, 40.87539124205491)",0.985692335
2131,-73.95765,40.76107667,2021-07-24 15:17:00,"(-73.98929764934, 40.64628353686117, -73.92594137737771, 40.8754294320348)",0.985692335
2132,-73.95762833,40.76112167,2021-07-24 15:17:00,"(-73.98927597944768, 40.646328688086626, -73.92591970735646, 40.8754742820151)",0.990019765
2133,-73.95760167,40.761165,2021-07-24 15:17:00,"(-73.98924931958015, 40.64637220413453, -73.92589304733029, 40.875517427450575)",0.990019765
2134,-73.95754,40.76128833,2021-07-24 15:17:00,"(-73.98918764988657, 40.646495964498754, -73.92583137726977, 40.8756403305177)",0.985812541
2135,-73.95753,40.76133167,2021-07-24 15:17:00,"(-73.98917764993628, 40.64653937428347, -73.92582137725998, 40.875683601289396)",0.985812541
2136,-73.95751667,40.76136667,2021-07-24 15:17:00,"(-73.98916432000252, 40.64657446730634, -73.9258080472469, 40.8757185090082)",0.983648827
2137,-73.95750833,40.76139667,2021-07-24 15:17:00,"(-73.98915598004395, 40.646604525506625, -73.92579970723871, 40.875748451271974)",0.983648827
2138,-73.95749833,40.76142667,2021-07-24 15:17:00,"(-73.98914598009364, 40.64663459529104, -73.9257897072289, 40.87577838204394)",0.983648827
2139,-73.95748667,40.76144833,2021-07-24 15:17:00,"(-73.98913432015158, 40.646656336659575, -73.92577804721745, 40.87579996132418)",0.983648827
2140,-73.95748167,40.76146333,2021-07-24 15:17:00,"(-73.98912932017643, 40.6466713715517, -73.92577304721257, 40.875814926710234)",0.983648827
2141,-73.95738833,40.76166833,2021-07-24 15:17:00,"(-73.98903598064022, 40.64687702291389, -73.92567970712098, 40.876019280541406)",0.983648827
2142,-73.95738167,40.761725,2021-07-24 15:17:00,"(-73.98902932067332, 40.64693373938962, -73.92567304711444, 40.87607590443623)",0.987976256
2143,-73.95735,40.76177833,2021-07-24 15:17:00,"(-73.9889976508307, 40.64698729039304, -73.92564137708337, 40.876129015194884)",0.987976256
2144,-73.95731833,40.76183,2021-07-24 15:17:00,"(-73.98896598098807, 40.647039181395584, -73.9256097070523, 40.876180465954405)",0.983648827
2145,-73.957275,40.76188667,2021-07-24 15:17:00,"(-73.98892265120335, 40.647096153763584, -73.92556637700977, 40.87623683599719)",0.983648827
2146,-73.95723167,40.761945,2021-07-24 15:17:00,"(-73.98887932141866, 40.647154786129924, -73.92552304696726, 40.8762948660416)",0.987976256
2147,-73.95718167,40.76200167,2021-07-24 15:17:00,"(-73.98882932166711, 40.64721180503893, -73.9254730469182, 40.87635118991443)",0.987976256
2148,-73.957135,40.762055,2021-07-24 15:17:00,"(-73.988782651899, 40.64726546070861, -73.9254263768724, 40.87640419684129)",0.983648827
2149,-73.95709167,40.76210333,2021-07-24 15:17:00,"(-73.98873932211431, 40.64731409306959, -73.92538304682988, 40.876452226891026)",0.983648827
2150,-73.95705,40.76214833,2021-07-24 15:17:00,"(-73.98869765232138, 40.647359383845355, -73.92534137678899, 40.87649693843358)",0.985812541
2151,-73.95691667,40.762355,2021-07-24 15:17:00,"(-73.98856432298388, 40.64756698421981, -73.92520804665816, 40.87670268547687)",0.985812541
2152,-73.95687,40.76241833,2021-07-24 15:17:00,"(-73.98851765321578, 40.64763063987855, -73.92516137661235, 40.87676569241455)",0.985812541
2153,-73.95682,40.76248333,2021-07-24 15:17:00,"(-73.98846765346423, 40.64769598877159, -73.92511137656328, 40.87683034630317)",0.985812541
2154,-73.95677333,40.76254667,2021-07-24 15:17:00,"(-73.98842098369613, 40.647759654426345, -73.92506470651747, 40.87689336324478)",0.985812541
2155,-73.95667833,40.76265833,2021-07-24 15:17:00,"(-73.98832598416818, 40.64787197731309, -73.92496970642424, 40.87700436564306)",0.987976256
2156,-73.95663833,40.76270333,2021-07-24 15:17:00,"(-73.98828598436694, 40.64791725642091, -73.92492970638499, 40.87704908876048)",0.992303686
2157,-73.95661,40.76273667,2021-07-24 15:17:00,"(-73.98825765450769, 40.64795079409818, -73.92490137635717, 40.87708223265925)",0.992303686
2158,-73.95656667,40.76278833,2021-07-24 15:17:00,"(-73.988214324723, 40.648002756439034, -73.92485804631465, 40.87713359272883)",0.992303686
2159,-73.95649333,40.76292,2021-07-24 15:17:00,"(-73.98814098508743, 40.648134938174906, -73.92478470624266, 40.87726475507285)",1.009613405
2160,-73.95651833,40.76295333,2021-07-24 15:17:00,"(-73.98816598496319, 40.64816809373589, -73.9248097062672, 40.87729825812113)",1.009613405
2161,-73.95656667,40.76298167,2021-07-24 15:17:00,"(-73.988214324723, 40.64819609643904, -73.92485804631465, 40.877326932728835)",1.009613405
2162,-73.95670333,40.76303333,2021-07-24 15:17:00,"(-73.98835098404395, 40.64824680286998, -73.92499470644877, 40.87737953869538)",1.005285975
2163,-73.95678,40.76306833,2021-07-24 15:17:00,"(-73.98842765366298, 40.648281267884414, -73.92507137652402, 40.87741506941564)",1.005285975
2164,-73.95685833,40.76311167,2021-07-24 15:17:00,"(-73.98850598327377, 40.64832406131038, -73.9251497066009, 40.87745895163196)",1.00312226
2165,-73.956945,40.763155,2021-07-24 15:17:00,"(-73.98859265284312, 40.648366786534865, -73.92523637668596, 40.877502881585706)",1.00312226
2166,-73.95712333,40.76325667,2021-07-24 15:18:00,"(-73.988770981957, 40.648467212143174, -73.92541470686095, 40.87760578605601)",1.000958546
2167,-73.95721,40.76330167,2021-07-24 15:18:00,"(-73.98885765152635, 40.64851160734736, -73.925501376946, 40.87765138602982)",1.000958546
2168,-73.95729833,40.76334333,2021-07-24 15:18:00,"(-73.98894598108743, 40.648552650960994, -73.92558970703267, 40.87769365750176)",1.000958546
2169,-73.957485,40.76342333,2021-07-24 15:18:00,"(-73.98913265015989, 40.64863134831355, -73.92577637721583, 40.877774949763115)",0.998794831
2170,-73.95756833,40.76347,2021-07-24 15:18:00,"(-73.98921597974581, 40.64867743679821, -73.92585970729758, 40.87782219664196)",0.994467401
2171,-73.95764167,40.76351,2021-07-24 15:18:00,"(-73.98928931938138, 40.64871692499264, -73.92593304736954, 40.87786270436681)",0.994467401
2172,-73.95768833,40.763555,2021-07-24 15:18:00,"(-73.98933597914953, 40.64876159937185, -73.92597970741531, 40.87790802739137)",0.992303686
2173,-73.95774833,40.76361833,2021-07-24 15:18:00,"(-73.9893959788514, 40.64882451065389, -73.92603970747417, 40.8779717727708)",0.994587607
2174,-73.957965,40.76368,2021-07-24 15:18:00,"(-73.98961264777476, 40.64888466856706, -73.92625637768673, 40.87803494280135)",0.998915037
2175,-73.95801,40.76368333,2021-07-24 15:18:00,"(-73.98965764755116, 40.64888768451788, -73.92630137773087, 40.8780385843465)",0.996751322
2176,-73.95805,40.76369833,2021-07-24 15:18:00,"(-73.9896976473524, 40.648902405361554, -73.9263413777701, 40.87805386127702)",0.996751322
2177,-73.95810667,40.763705,2021-07-24 15:18:00,"(-73.98975431707082, 40.64890867986441, -73.9263980478257, 40.87806092362071)",0.998915037
2178,-73.95817333,40.763715,2021-07-24 15:18:00,"(-73.98982097673957, 40.6489182146439, -73.92646470789106, 40.87807138513182)",0.998915037
2179,-73.95822833,40.763735,2021-07-24 15:18:00,"(-73.98987597646627, 40.648937830795646, -73.926519707945, 40.878091765919486)",0.994587607
2180,-73.95827833,40.76375333,2021-07-24 15:18:00,"(-73.98992597621782, 40.648955811840366, -73.92656970799406, 40.87811044209237)",0.994587607
2181,-73.95832333,40.76377333,2021-07-24 15:18:00,"(-73.98997097599421, 40.64897549777872, -73.92661470803819, 40.878130753649856)",0.998915037
2182,-73.95836833,40.763795,2021-07-24 15:18:00,"(-73.9900159757706, 40.64899685371529, -73.92665970808233, 40.878152735209106)",0.998915037
2183,-73.95840333,40.76382,2021-07-24 15:18:00,"(-73.99005097559669, 40.6490216094425, -73.92669470811666, 40.878177977534186)",0.996751322
2184,-73.95843333,40.76383667,2021-07-24 15:18:00,"(-73.99008097544763, 40.649038070064954, -73.92672470814608, 40.87819485524225)",0.996751322
2185,-73.95856,40.763825,2021-07-24 15:18:00,"(-73.99020764481818, 40.649025515994374, -73.92685137827031, 40.87818406226359)",1.007690103
2186,-73.95860167,40.76383833,2021-07-24 15:18:00,"(-73.99024931461112, 40.64903855516298, -73.92689304831117, 40.87819768077601)",1.007690103
2187,-73.95862833,40.76386167,2021-07-24 15:18:00,"(-73.99027597447865, 40.6490617090915, -73.92691970833731, 40.87822120536383)",1.005526388
2188,-73.95865667,40.76388833,2021-07-24 15:18:00,"(-73.99030431433782, 40.649088171293904, -73.9269480483651, 40.878248061584266)",1.005526388
2189,-73.95868,40.76390833,2021-07-24 15:18:00,"(-73.9903276442219, 40.6491080084628, -73.92697137838799, 40.87826822311699)",1.001198958
2190,-73.95863833,40.763975,2021-07-24 15:18:00,"(-73.99028597442896, 40.64917496929709, -73.92692970834712, 40.87833460460173)",1.005526388
2191,-73.95862,40.764025,2021-07-24 15:19:00,"(-73.99026764452005, 40.649225097230186, -73.92691137832915, 40.878384477688726)",1.005526388
2192,-73.958615,40.76406167,2021-07-24 15:19:00,"(-73.99026264454488, 40.64926180212732, -73.92690637832423, 40.87842111306984)",1.005526388
2193,-73.95858667,40.76410333,2021-07-24 15:19:00,"(-73.99023431468567, 40.649303659854084, -73.92687804829646, 40.87846257691968)",1.001198958
2194,-73.958555,40.76414,2021-07-24 15:19:00,"(-73.99020264484304, 40.64934055089125, -73.92684637826541, 40.87849902764497)",1.001198958
2195,-73.95852833,40.76417333,2021-07-24 15:19:00,"(-73.99017597497556, 40.6493740670308, -73.92681970823924, 40.87853217298963)",1.001198958
2196,-73.95851167,40.76420167,2021-07-24 15:19:00,"(-73.99015931505834, 40.649402523306634, -73.9268030482229, 40.878560397640946)",1.001198958
2197,-73.95848833,40.76423167,2021-07-24 15:19:00,"(-73.99013597517431, 40.64943268620405, -73.92677970820002, 40.878590236042406)",1.001198958
2198,-73.95846167,40.76427,2021-07-24 15:19:00,"(-73.9901093153068, 40.64947120227223, -73.92675304817388, 40.87862838145785)",1.001198958
2199,-73.958395,40.76442167,2021-07-24 15:19:00,"(-73.99004264563808, 40.64962333757951, -73.92668637810849, 40.878779589860706)",1.003362673
2200,-73.95834333,40.76444,2021-07-24 15:19:00,"(-73.98999097589484, 40.6496420281952, -73.9266347080578, 40.87879756212041)",0.994707814
2201,-73.95830833,40.764495,2021-07-24 15:19:00,"(-73.98995597606874, 40.64969727246614, -73.92659970802347, 40.87885231979716)",0.994707814
2202,-73.95825,40.76460333,2021-07-24 15:19:00,"(-73.9898976463586, 40.6498060095587, -73.92654137796627, 40.878960245950545)",0.996871529
2203,-73.958245,40.76462167,2021-07-24 15:19:00,"(-73.98989264638344, 40.6498243844542, -73.92653637796137, 40.87897855133328)",0.994707814
2204,-73.95825,40.76464,2021-07-24 15:19:00,"(-73.9898976463586, 40.6498426795587, -73.92654137796627, 40.878996915950545)",0.994707814
2205,-73.95823167,40.764685,2021-07-24 15:19:00,"(-73.98987931644967, 40.649887807485506, -73.9265230479483, 40.87904178904377)",0.994707814
2206,-73.95820833,40.76473833,2021-07-24 15:19:00,"(-73.98985597656565, 40.649941300377144, -73.92649970792542, 40.87909495745093)",0.994707814
2207,-73.958175,40.76480667,2021-07-24 15:19:00,"(-73.98982264673126, 40.65000987298892, -73.9264663778927, 40.879163066693884)",0.992544099
2208,-73.95813,40.76488,2021-07-24 15:19:00,"(-73.98977764695488, 40.65008351704466, -73.92642137784857, 40.87923608514224)",0.992544099
2209,-73.95808833,40.764955,2021-07-24 15:19:00,"(-73.98973597716193, 40.65015880785868, -73.9263797078077, 40.87931079664699)",0.994707814
2210,-73.95795,40.76501333,2021-07-24 15:19:00,"(-73.9895976478493, 40.65021810324973, -73.926241377672, 40.87936816895336)",0.994707814
2211,-73.95787833,40.76510167,2021-07-24 15:19:00,"(-73.98952597820542, 40.65030694342074, -73.9261697076017, 40.87945601277036)",0.992544099
2212,-73.95780833,40.765195,2021-07-24 15:19:00,"(-73.98945597855325, 40.65040076193275, -73.92609970753304, 40.879548858153385)",0.992544099
2213,-73.95775167,40.765275,2021-07-24 15:19:00,"(-73.98939931883478, 40.65048115734517, -73.92604304747744, 40.87962846589369)",0.994707814
2214,-73.95762167,40.76542,2021-07-24 15:19:00,"(-73.98926931948077, 40.650627064563764, -73.92591304734991, 40.879772565908524)",0.994707814
2215,-73.95756833,40.765475,2021-07-24 15:19:00,"(-73.98921597974581, 40.65068243679821, -73.92585970729758, 40.87982719664196)",0.996871529
2216,-73.95752,40.76553167,2021-07-24 15:19:00,"(-73.98916764998597, 40.650739444068094, -73.92581137725017, 40.879883532061186)",0.996871529
2217,-73.95747167,40.76559833,2021-07-24 15:19:00,"(-73.98911932022612, 40.65080644133589, -73.92576304720275, 40.87994985748245)",0.999035243
2218,-73.95742833,40.76566333,2021-07-24 15:19:00,"(-73.98907598044147, 40.65087174377955, -73.92571970716023, 40.8800145574502)",0.999035243
2219,-73.957295,40.765725,2021-07-24 15:19:00,"(-73.98894265110398, 40.650934344198596, -73.9255863770294, 40.88007530444942)",1.001198958
2220,-73.95723667,40.76579667,2021-07-24 15:19:00,"(-73.98888432139383, 40.6510064212389, -73.92552804697216, 40.880146570654446)",1.001198958
2221,-73.95718167,40.76587167,2021-07-24 15:19:00,"(-73.98882932166711, 40.651081805038935, -73.9254730469182, 40.88022118991444)",1.003362673
2222,-73.95712833,40.76595333,2021-07-24 15:19:00,"(-73.98877598193216, 40.65116383725263, -73.92541970686587, 40.88030248066837)",1.003362673
2223,-73.95708,40.76602333,2021-07-24 15:19:00,"(-73.98872765217232, 40.651234174503706, -73.92537137681845, 40.880372146106176)",1.005526388
2224,-73.95699,40.76616333,2021-07-24 15:19:00,"(-73.98863765261952, 40.65137480252627, -73.92528137673011, 40.88051152309076)",0.999035243
2225,-73.956925,40.76623167,2021-07-24 15:19:00,"(-73.98857265294248, 40.65144359609368, -73.92521637666633, 40.880579413139586)",0.999035243
2226,-73.95687167,40.76630167,2021-07-24 15:19:00,"(-73.98851932320748, 40.65151396822549, -73.92516304661399, 40.88064904397471)",1.001198958
2227,-73.95682,40.76636833,2021-07-24 15:19:00,"(-73.98846765346423, 40.651580988771585, -73.92511137656328, 40.88071534630317)",1.001198958
2228,-73.95676833,40.76644667,2021-07-24 15:19:00,"(-73.98841598372097, 40.651659689315316, -73.92505970651257, 40.88079332863397)",1.001198958
2229,-73.95672667,40.76652167,2021-07-24 15:19:00,"(-73.98837432392799, 40.651734980009394, -73.92501804647168, 40.88086804025752)",1.001198958
2230,-73.95669833,40.76660167,2021-07-24 15:19:00,"(-73.98834598406879, 40.65181517775865, -73.92498970644387, 40.88094784408487)",1.003362673
2231,-73.95666167,40.766675,2021-07-24 15:19:00,"(-73.98830932425096, 40.651888763561665, -73.9249530464079, 40.88102092032129)",1.003362673
2232,-73.95659833,40.76676333,2021-07-24 15:19:00,"(-73.9882459845657, 40.65197753552732, -73.92488970634572, 40.8811088118793)",1.005646594
2233,-73.95654167,40.766845,2021-07-24 15:19:00,"(-73.98818932484721, 40.65205960087913, -73.9248330462901, 40.88119008967951)",1.005646594
2234,-73.95646833,40.76693333,2021-07-24 15:19:00,"(-73.98811598521165, 40.652148442613374, -73.92475970621813, 40.88127791202512)",1.005646594
2235,-73.95638333,40.76704667,2021-07-24 15:19:00,"(-73.988030985634, 40.652262375700026, -73.9246747061347, 40.88139066366689)",1.00348288
2236,-73.95633667,40.767105,2021-07-24 15:19:00,"(-73.98798432586585, 40.652321031267, -73.9246280460889, 40.881448670695534)",1.00348288
2237,-73.95629167,40.76716167,2021-07-24 15:19:00,"(-73.98793932608945, 40.6523780152496, -73.92458304604472, 40.88150502921615)",1.005646594
2238,-73.95625,40.767225,2021-07-24 15:20:00,"(-73.9878976562965, 40.65244163599592, -73.92454137600382, 40.881568070787836)",1.005646594
2239,-73.95620833,40.76728333,2021-07-24 15:20:00,"(-73.98785598650355, 40.65250025674067, -73.92449970596292, 40.881626112361026)",1.005646594
2240,-73.95616167,40.76736333,2021-07-24 15:20:00,"(-73.9878093267354, 40.65258058230043, -73.9244530459171, 40.8817057893968)",1.005646594
2241,-73.95610667,40.767445,2021-07-24 15:20:00,"(-73.98775432700869, 40.652662636048206, -73.92439804586311, 40.881787078708435)",1.001319165
2242,-73.95606833,40.76753167,2021-07-24 15:20:00,"(-73.98771598719918, 40.6527495735537, -73.92435970582547, 40.881873483335596)",1.001319165
2243,-73.956,40.767585,2021-07-24 15:20:00,"(-73.98764765753872, 40.65280338030195, -73.9242913757584, 40.881926340388176)",1.001319165
2244,-73.95594167,40.76765,2021-07-24 15:20:00,"(-73.98758932782856, 40.65286878727549, -73.92423304570113, 40.88199093665919)",1.001319165
2245,-73.95586167,40.767755,2021-07-24 15:20:00,"(-73.98750932822607, 40.65297434543763, -73.92415304562259, 40.88209538294691)",1.001319165
2246,-73.95582167,40.76782,2021-07-24 15:20:00,"(-73.98746932842482, 40.65303962451657, -73.92411304558333, 40.88216010609287)",1.001319165
2247,-73.95578667,40.767875,2021-07-24 15:20:00,"(-73.98743432859871, 40.6530948687095, -73.92407804554895, 40.88221486384672)",1.001319165
2248,-73.95573167,40.76794667,2021-07-24 15:20:00,"(-73.98737932887202, 40.65316692243904, -73.92402304549496, 40.88228615317637)",1.001319165
2249,-73.95567833,40.768025,2021-07-24 15:20:00,"(-73.98732598913705, 40.653245624584386, -73.92396970544257, 40.882364113997866)",0.99482802
2250,-73.95559333,40.7682,2021-07-24 15:20:00,"(-73.9872409895594, 40.65342121761168, -73.92388470535911, 40.8825385256983)",0.99482802
2251,-73.955555,40.76829,2021-07-24 15:20:00,"(-73.98720265974985, 40.65351148503003, -73.92384637532149, 40.88262826041188)",0.99482802
2252,-73.95552167,40.768355,2021-07-24 15:20:00,"(-73.98716932991547, 40.653576717563624, -73.92381304528875, 40.88269302973206)",0.99482802
2253,-73.95548833,40.76841333,2021-07-24 15:20:00,"(-73.98713599008111, 40.653635280166014, -73.92377970525601, 40.88275112898402)",0.99915545
2254,-73.95544167,40.76846333,2021-07-24 15:20:00,"(-73.98708933031297, 40.653685605696076, -73.9237330452102, 40.882800806049126)",0.99915545
2255,-73.9554,40.76851667,2021-07-24 15:20:00,"(-73.98704766052, 40.65373923641107, -73.92369137516928, 40.88285385765174)",1.001319165
2256,-73.95536333,40.76856833,2021-07-24 15:20:00,"(-73.98701099070222, 40.65379115224179, -73.92365470513326, 40.88290526386053)",1.001319165
2257,-73.95529667,40.76862833,2021-07-24 15:20:00,"(-73.98694433103344, 40.65385161729671, -73.9235880450678, 40.882964802513044)",0.99915545
2258,-73.95507,40.76888833,2021-07-24 15:20:00,"(-73.98671766215972, 40.65411319863548, -73.92336137484521, 40.88322323378071)",1.001319165
2259,-73.955065,40.76898167,2021-07-24 15:20:00,"(-73.98671266218457, 40.65420657351693, -73.9233563748403, 40.88331653917734)",1.005646594
2260,-73.95499167,40.76900667,2021-07-24 15:20:00,"(-73.98663933254892, 40.65423208508571, -73.92328304476827, 40.88334103168675)",1.005646594
2261,-73.95494833,40.76901,2021-07-24 15:20:00,"(-73.98659599276428, 40.65423571743436, -73.9232397047257, 40.88334406174839)",1.001319165
2262,-73.95490833,40.76900167,2021-07-24 15:20:00,"(-73.98655599296302, 40.65422766648102, -73.92319970468643, 40.88333545492624)",1.001319165
2263,-73.954865,40.76899333,2021-07-24 15:20:00,"(-73.98651266317832, 40.65421962875673, -73.92315637464387, 40.88332681506024)",1.005646594
2264,-73.9548,40.76898,2021-07-24 15:20:00,"(-73.9864476635013, 40.65420675220205, -73.92309137458003, 40.88331303522968)",1.005646594
2265,-73.95473667,40.76894667,2021-07-24 15:20:00,"(-73.98638433381596, 40.654173863993734, -73.92302804451782, 40.883279266959896)",0.99915545
2266,-73.95467,40.76891,2021-07-24 15:20:00,"(-73.98631766414722, 40.6541376590815, -73.92296137445231, 40.883242135579685)",0.99915545
2267,-73.95459,40.76886667,2021-07-24 15:20:00,"(-73.98623766454473, 40.65409488715375, -73.92288137437374, 40.88319825195625)",0.99915545
2268,-73.95451667,40.76882333,2021-07-24 15:21:00,"(-73.98616433490909, 40.65405205869173, -73.92280804430172, 40.88315440449607)",0.99915545
2269,-73.95444,40.76877667,2021-07-24 15:21:00,"(-73.98608766529004, 40.654005933523955, -73.9227313742264, 40.88310721392737)",0.99915545
2270,-73.95436667,40.76873333,2021-07-24 15:21:00,"(-73.9860143356544, 40.653963105052235, -73.92265804415436, 40.8830633664768)",0.99915545
2271,-73.95422,40.76864,2021-07-24 15:21:00,"(-73.98586766638317, 40.65387079816429, -73.92251137401027, 40.88296902152054)",0.992664305
2272,-73.95413167,40.76860667,2021-07-24 15:21:00,"(-73.98577933682205, 40.65383808431035, -73.92242304392347, 40.88293508028608)",0.99482802
2273,-73.95405167,40.76856833,2021-07-24 15:21:00,"(-73.98569933721954, 40.65380030234454, -73.92234304384488, 40.88289618670026)",0.99482802
2274,-73.95397,40.76853333,2021-07-24 15:21:00,"(-73.98561766762533, 40.65376587202186, -73.92226137376464, 40.88286062156408)",0.99482802
2275,-73.95388667,40.76851333,2021-07-24 15:21:00,"(-73.98553433803939, 40.6537464532722, -73.92217804368276, 40.88284004494711)",0.99482802
2276,-73.95381833,40.76848833,2021-07-24 15:21:00,"(-73.98546599837894, 40.65372192995846, -73.9221097036156, 40.88281457206068)",0.99482802
2277,-73.95374,40.76847,2021-07-24 15:21:00,"(-73.98538766876813, 40.65370414632207, -73.92203137353863, 40.88279570005233)",0.99482802
2278,-73.95367333,40.76845,2021-07-24 15:21:00,"(-73.9853209990994, 40.65368461135114, -73.92196470347312, 40.882775238730154)",0.99482802
2279,-73.95361333,40.768435,2021-07-24 15:21:00,"(-73.98526099939751, 40.653670029853, -73.92190470341416, 40.88275982356426)",0.99482802
2280,-73.953555,40.768415,2021-07-24 15:21:00,"(-73.98520266968734, 40.65365043670353, -73.92184637335683, 40.88273941995683)",0.992664305
2281,-73.95344,40.76836667,2021-07-24 15:21:00,"(-73.98508767025874, 40.653602908817305, -73.92173137324383, 40.882690294236845)",0.992664305
2282,-73.95338667,40.76834833,2021-07-24 15:21:00,"(-73.98503434052373, 40.65358494078489, -73.9216780431914, 40.88267158523428)",0.988336875
2283,-73.95334667,40.76832833,2021-07-24 15:21:00,"(-73.98499434072247, 40.65356521977637, -73.9216380431521, 40.882651308466684)",0.988336875
2284,-73.95330333,40.76831,2021-07-24 15:21:00,"(-73.9849510009378, 40.653547192062035, -73.92159470310949, 40.88263267859056)",0.986173161
2285,-73.95326,40.76829167,2021-07-24 15:21:00,"(-73.9849076711531, 40.65352916427629, -73.92155137306692, 40.88261404878528)",0.986173161
2286,-73.95322333,40.76827,2021-07-24 15:21:00,"(-73.98487100133529, 40.65350775003768, -73.92151470303088, 40.88259212506258)",0.984009446
2287,-73.95321333,40.76822,2021-07-24 15:21:00,"(-73.98486100138499, 40.65345781978422, -73.92150470302104, 40.882542055871966)",0.984009446
2288,-73.95320667,40.76817833,2021-07-24 15:21:00,"(-73.98485434141807, 40.65341619623539, -73.92149804301451, 40.88250033979108)",0.984009446
2289,-73.95304167,40.76814833,2021-07-24 15:21:00,"(-73.9846893422379, 40.65338734703989, -73.92133304285232, 40.88246919815966)",0.984129652
2290,-73.95293167,40.768115,2021-07-24 15:21:00,"(-73.98457934278444, 40.65335478422952, -73.9212230427442, 40.882435107085264)",0.979802222
2291,-73.95288333,40.76811833,2021-07-24 15:21:00,"(-73.98453100302464, 40.6533584513711, -73.92117470269669, 40.88243810263099)",0.979802222
2292,-73.95284333,40.76813,2021-07-24 15:21:00,"(-73.98449100322335, 40.65337040034479, -73.92113470265735, 40.88244949588097)",0.979802222
2293,-73.95281167,40.76815833,2021-07-24 15:21:00,"(-73.98445934338068, 40.65339895115146, -73.92110304262624, 40.882477606834314)",0.979802222
2294,-73.95278,40.76819333,2021-07-24 15:21:00,"(-73.98442767353802, 40.65343417202699, -73.9210713725951, 40.88251238771935)",0.979802222
2295,-73.95274167,40.76823333,2021-07-24 15:21:00,"(-73.98438934372848, 40.65347443935006, -73.92103304255741, 40.882552122527066)",0.979802222
2296,-73.95270667,40.76827333,2021-07-24 15:21:00,"(-73.98435434390238, 40.65351468344773, -73.92099804252301, 40.88259188037505)",0.977638507
2297,-73.95266833,40.76831833,2021-07-24 15:21:00,"(-73.98431600409288, 40.65355995083806, -73.92095970248532, 40.882636615116034)",0.977638507
2298,-73.95263667,40.76835333,2021-07-24 15:21:00,"(-73.98428434425018, 40.653595171639836, -73.9209280424542, 40.882671396074215)",0.979802222
